StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q18,Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,screen_out
2024-06-20 17:39:10,2024-06-20 17:40:03,IP Address,24.197.198.160,100,53,True,2024-06-20 17:40:04,R_1psrSy7wJ3Dkxjj,,,,,46.8154,-92.1952,anonymous,EN,Yes,5d6ab68809f9270001dac666,26,Yes,4 year degree,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 17:39:35,2024-06-20 17:42:28,IP Address,24.180.132.26,100,173,True,2024-06-20 17:42:29,R_5jIbEXCXr0IOkMN,,,,,42.1917,-85.6322,anonymous,EN,Yes,66710d1b419536ac2105c672,27,Yes,Some college,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 17:36:27,2024-06-20 17:45:13,IP Address,152.208.42.193,100,526,True,2024-06-20 17:45:14,R_7p4LBjCFn3dukDf,,,,,40.2327,-76.9331,anonymous,EN,Yes,610898813e48dc2864965122,28,Yes,High school graduate,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 17:44:16,2024-06-20 17:45:49,IP Address,73.100.26.137,100,93,True,2024-06-20 17:45:50,R_3NEykY0kjytmDra,,,,,42.6789,-72.0477,anonymous,EN,Yes,5ccc60abe787e000167f8143,25,Yes,Some college,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 17:41:42,2024-06-20 17:47:34,IP Address,99.18.69.170,100,352,True,2024-06-20 17:47:35,R_6LVfr9dMpwpPAEp,,,,,33.5813,-85.8321,anonymous,EN,Yes,63ed0ea6e613f50dfb1da55c,28,Yes,Some college,Yes,Yes,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 17:48:37,2024-06-20 17:50:14,IP Address,73.206.254.244,100,97,True,2024-06-20 17:50:15,R_34uhkTTg5qp6665,,,,,29.6226,-95.2546,anonymous,EN,Yes,65cb708afe5755feaeec417f,20,Yes,High school graduate,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 17:54:05,2024-06-20 17:55:55,IP Address,73.172.119.199,100,110,True,2024-06-20 17:55:56,R_5WSHsS8KmCywgmP,,,,,38.9522,-77.0253,anonymous,EN,Yes,65da4bbc13330ddc1255eaa8,24,Yes,High school graduate,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 17:56:07,2024-06-20 17:56:40,IP Address,73.172.119.199,100,32,True,2024-06-20 17:56:41,R_62x3vRUlkdHDvOH,,,,,38.9522,-77.0253,anonymous,EN,Yes,65da4bbc13330ddc1255eaa8,24,Yes,High school graduate,Yes,Yes,You or a member of your family has been diagnosed with epilepsy,,,,,,,,,
2024-06-20 17:59:12,2024-06-20 18:01:44,IP Address,97.124.164.70,100,151,True,2024-06-20 18:01:44,R_5VJV3TGxcWOXbOG,,,,,33.4689,-111.9155,anonymous,EN,Yes,663a5be6aa1098166cde9cfe,23,Yes,4 year degree,Yes,No,"You or a member of your family has been diagnosed with epilepsy,You or a member of your family has any history of seizure",,,,,,,,,
2024-06-20 18:04:24,2024-06-20 18:08:52,IP Address,71.178.14.34,100,268,True,2024-06-20 18:08:53,R_5dF0zNPcvLhv7g6,,,,,38.8452,-77.4651,anonymous,EN,Yes,6647b7dcef4f93024fafcbbd,25,Yes,Some college,Yes,No,"You have had multiple concussions, brain injuries other than a concussion, or a stroke",Male,Not Hispanic or Latino,White,Right-handed,No,,I didn’t receive extra help but math was very hard for me.,No,
2024-06-20 18:27:13,2024-06-20 18:28:20,IP Address,174.173.89.40,100,66,True,2024-06-20 18:28:21,R_1j6xQ2TxPhLwbQl,,,,,39.715,-75.6178,anonymous,EN,Yes,66745b274e5c6af161d9cfcd,24,Yes,4 year degree,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 18:30:00,2024-06-20 18:32:39,IP Address,96.250.117.93,100,159,True,2024-06-20 18:32:39,R_3tFjK6BmWIGPWhl,,,,,40.781,-73.9501,anonymous,EN,Yes,665b30fa8c659d8489f088b4,19,Yes,Some college,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 19:07:56,2024-06-20 19:10:02,IP Address,173.169.38.175,100,125,True,2024-06-20 19:10:02,R_3AAj5FfWxcV3hFD,,,,,28.0117,-82.582,anonymous,EN,Yes,6658b7efa5b7d3d99e5c037d,19,Yes,Some college,No,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 21:17:07,2024-06-20 21:18:08,IP Address,47.230.161.167,100,61,True,2024-06-20 21:18:09,R_3RwSIQ5hO5DrhxX,,,,,40.782,-73.9953,anonymous,EN,Yes,61007ec7b65c2281b7a45058,21,Yes,4 year degree,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-20 21:20:55,2024-06-20 21:22:03,IP Address,73.40.95.250,100,68,True,2024-06-20 21:22:04,R_6OVjtJZGUAhij68,,,,,37.2718,-77.4028,anonymous,EN,Yes,665f9dab04a455eee7e581d8,28,Yes,2 year degree,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-06-21 10:41:46,2024-06-21 10:42:56,IP Address,73.100.26.137,100,70,True,2024-06-21 10:42:57,R_5K729L1vLdE3kvf,,,,,42.6789,-72.0477,anonymous,EN,Yes,5ccc60abe787e000167f8143,25,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Left-handed,No,,I didn’t receive extra help but math was very hard for me.,No,
2024-06-20 13:28:55,2024-06-20 13:29:29,IP Address,104.39.173.93,50,33,False,2024-06-27 13:29:31,R_1QtDrX5cqyH8B74,,,,,,,anonymous,EN,Yes,test,12,Yes,Less than high school,Yes,Yes,You or a member of your family has been diagnosed with epilepsy,,,,,,,,,
2024-06-20 14:25:24,2024-06-20 14:25:53,IP Address,104.39.173.93,11,28,False,2024-06-27 14:25:54,R_8ZFiNfGSFm6pBol,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,
2024-06-20 14:25:53,2024-06-20 14:26:08,IP Address,104.39.173.93,11,15,False,2024-06-27 14:26:09,R_8VlvUoWk57mniyY,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,
2024-06-20 14:09:47,2024-06-20 14:25:24,IP Address,104.39.173.93,11,936,False,2024-06-27 14:26:41,R_6FkyYwn7TmQq8Fc,,,,,,,anonymous,EN,Yes,,,,,,,,,,,,,,,,
2024-06-20 17:54:46,2024-06-20 17:55:53,IP Address,107.4.34.174,17,67,False,2024-06-27 17:55:57,R_7IIW0RdhBLnbsxH,,,,,,,anonymous,EN,Yes,66477ac3eb28c24f9eb87e44,,,,,,,,,,,,,,,
2024-06-20 18:10:55,2024-06-20 18:11:26,IP Address,73.100.26.137,17,30,False,2024-06-27 18:11:26,R_5w0Gz54XuohNzLr,,,,,,,anonymous,EN,Yes,5ccc60abe787e000167f8143,,,,,,,,,,,,,,,
2024-06-20 17:59:10,2024-06-20 18:14:18,IP Address,62.164.238.66,17,908,False,2024-06-27 18:14:22,R_7p9K7a2MAXa1Cgw,,,,,,,anonymous,EN,Yes,6603fcffed04e57eac3383b2,,,,,,,,,,,,,,,
2024-06-20 18:17:14,2024-06-20 18:20:35,IP Address,24.254.248.207,17,200,False,2024-06-27 18:20:36,R_5QrqUJ9eqFqrJCj,,,,,,,anonymous,EN,Yes,65622a4f27dc5d95e0caa3bd,,,,,,,,,,,,,,,
2024-06-20 18:23:28,2024-06-20 18:24:29,IP Address,172.59.185.208,17,61,False,2024-06-27 18:24:30,R_3qwXgPCoCmDJ0nT,,,,,,,anonymous,EN,Yes,6616b1b89d3d1f07f19364c8,,,,,,,,,,,,,,,
2024-06-20 17:45:52,2024-06-20 20:36:03,IP Address,73.100.26.137,17,10210,False,2024-06-27 20:36:07,R_6Gxsvzs6jSMqxyX,,,,,,,anonymous,EN,Yes,5ccc60abe787e000167f8143,,,,,,,,,,,,,,,
2024-06-20 18:38:13,2024-06-20 21:13:55,IP Address,99.15.92.238,17,9342,False,2024-06-27 21:13:59,R_7qHFXKcIJVbfRoL,,,,,,,anonymous,EN,Yes,65577234800b1fea9ae3cf4d,,,,,,,,,,,,,,,
2024-06-20 21:14:51,2024-06-20 21:16:25,IP Address,97.151.164.189,17,94,False,2024-06-27 21:16:31,R_6gLQz6XokGhBH09,,,,,,,anonymous,EN,Yes,6659111ca8fca6ea85c99e05,,,,,,,,,,,,,,,
2024-07-22 10:20:26,2024-07-22 10:35:16,IP Address,98.21.69.146,100,889,True,2024-07-22 10:35:16,R_5R3KCHJbnwDFMLl,,,,,41.3893,-81.3049,anonymous,EN,Yes,5fd6f37a0ffc7b67ce2a73a3,25,Yes,Some college,Yes,No,None of the above,Male,Prefer not to say,White,Right-handed,No,,None of these apply to me.,No,
2024-07-22 10:04:22,2024-07-22 10:04:35,IP Address,73.172.52.13,17,13,False,2024-07-29 10:04:36,R_3fdOVgE39wW8jQL,,,,,,,anonymous,EN,Yes,test,,,,,,,,,,,,,,,
2024-09-27 11:32:06,2024-09-27 11:32:44,IP Address,104.39.54.205,100,37,True,2024-09-27 11:32:44,R_331jMVHb2H30SRj,,,,,40.7957,-77.8618,anonymous,EN,Yes,777,33,Yes,Less than high school,Yes,No,None of the above,z,Prefer not to say,White,Right-handed,e,e,"I received extra help with reading (for example, special reading class, worked with reading specialist).",No,
2024-09-27 11:36:50,2024-09-27 11:39:10,IP Address,96.65.15.230,100,140,True,2024-09-27 11:39:10,R_7CgqARNQBN81hND,,,,,40.7021,-74.4049,anonymous,EN,Yes,613c6b87fa6b81dd5191f553,21,Yes,High school graduate,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,no,,None of these apply to me.,No,
2024-09-27 11:54:04,2024-09-27 11:57:41,IP Address,73.116.208.201,100,217,True,2024-09-27 11:57:42,R_6fl3vKk0Z2VTcKE,,,,,36.7943,-119.8856,anonymous,EN,Yes,65f37b2a052a9616b7b9d0f2,25,Yes,Some college,Yes,No,None of the above,Male,Prefer not to say,White,Right-handed,no,no,None of these apply to me.,No,
2024-09-27 16:29:52,2024-09-27 16:31:00,IP Address,71.236.98.92,100,67,True,2024-09-27 16:31:01,R_22J1MyMA4ffXUyG,,,,,40.4339,-79.9996,anonymous,EN,Yes,66537ee0b74eb6e13c4b6f32,20,Yes,High school graduate,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-09-27 16:31:34,2024-09-27 16:37:36,IP Address,45.194.101.216,100,362,True,2024-09-27 16:37:37,R_3QB94McbBL7O4Mx,,,,,40.7123,-74.0068,anonymous,EN,Yes,66623bafe132c623fd632bad,27,Yes,Professional degree,Yes,No,None of the above,Male,Not Hispanic or Latino,Black or African American,Right-handed,No,NA,"I received extra help with reading (for example, special reading class, worked with reading specialist).,I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2024-10-02 12:27:21,2024-10-02 12:29:44,IP Address,104.39.170.123,100,142,True,2024-10-02 12:29:44,R_3zCk6aFV0z9BcKu,,,,,40.8103,-77.888,anonymous,EN,Yes,vme5096,18,Yes,Some college,Yes,No,None of the above,"female ",Not Hispanic or Latino,White,Right-handed,"no ",n/a,I didn’t receive extra help but math was very hard for me.,No,
2024-10-02 17:44:41,2024-10-02 17:49:34,IP Address,206.251.202.81,100,292,True,2024-10-02 17:49:35,R_1USw1prvkC44HJv,,,,,39.018,-77.539,anonymous,EN,Yes,669111fb088c948cc239a8b6,21,Yes,Professional degree,Yes,No,None of the above,Female,Not Hispanic or Latino,Black or African American,Right-handed,No,English only,None of these apply to me.,No,
2024-10-02 18:20:04,2024-10-02 18:22:49,IP Address,68.68.90.235,100,164,True,2024-10-02 18:22:50,R_7k0P1C7TCDc3g56,,,,,38.36,-86.9286,anonymous,EN,Yes,66c95504723c57c900715764,23,Yes,4 year degree,Yes,No,None of the above,women,Not Hispanic or Latino,White,Right-handed,no,n/a,None of these apply to me.,No,
2024-10-03 13:36:23,2024-10-03 13:38:46,IP Address,24.15.194.213,100,143,True,2024-10-03 13:38:47,R_7Y8Spqmg9N0v5on,,,,,41.9211,-87.7032,anonymous,EN,Yes,6496f9fbc2928ee6956ef623,20,Yes,High school graduate,Yes,No,None of the above,Male,Hispanic or Latino,White,Right-handed,No,,None of these apply to me.,No,
2024-10-14 16:14:58,2024-10-14 17:05:46,IP Address,63.195.201.75,100,3047,True,2024-10-14 17:05:47,R_3oymQgnmAxYUiml,,,,,35.3193,-80.7456,anonymous,EN,Yes,655103e9553e14ca99262245,25,Yes,Some college,Yes,No,None of the above,female,Not Hispanic or Latino,Black or African American,Right-handed,no,n/a,"I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2024-10-22 15:30:51,2024-10-22 15:32:16,IP Address,47.39.74.100,100,85,True,2024-10-22 15:32:17,R_5aQxKwOow9ejkNX,,,,,33.784,-118.1854,anonymous,EN,Yes,668ec2be6720f02f794365de,25,Yes,4 year degree,Yes,No,"You or a member of your family has been diagnosed with epilepsy,You or a member of your family has any history of seizure",,,,,,,,,
2024-10-22 15:33:15,2024-10-22 15:36:10,IP Address,99.35.225.99,100,175,True,2024-10-22 15:36:11,R_3TXdTFDcBUD7tsc,,,,,33.3962,-87.5632,anonymous,EN,Yes,6638ed262efe738312dfc56c,21,Yes,Some college,Yes,No,"You have had multiple concussions, brain injuries other than a concussion, or a stroke",Female,Not Hispanic or Latino,Black or African American,Right-handed,No,,None of these apply to me.,No,
2024-10-29 14:59:44,2024-10-29 15:00:57,IP Address,73.50.64.81,100,73,True,2024-10-29 15:00:58,R_5rvOBuhRz7BYc1D,,,,,41.923,-87.7531,anonymous,EN,Yes,641359b5040c453203e2c088,23,Yes,High school graduate,Yes,No,None of the above,Male,Hispanic or Latino,White,Left-handed,No,N/A,I didn’t receive extra help but math was very hard for me.,No,
2024-10-29 15:08:32,2024-10-29 15:12:11,IP Address,68.109.161.56,100,219,True,2024-10-29 15:12:12,R_6Yn2pbOiOVRPrIV,,,,,32.2123,-110.879,anonymous,EN,Yes,60fdb22ffc7f9af1ca72667f,23,Yes,4 year degree,Yes,No,None of the above,female,Hispanic or Latino,White,Right-handed,No,,None of these apply to me.,No,
2024-10-29 15:20:08,2024-10-29 15:20:49,IP Address,68.109.161.56,100,40,True,2024-10-29 15:20:49,R_7gHMDoCjxSgts52,,,,,32.2123,-110.879,anonymous,EN,Yes,60fdb22ffc7f9af1ca72667f,23,Yes,4 year degree,Yes,No,None of the above,female,Hispanic or Latino,White,Right-handed,No,,None of these apply to me.,No,
2024-10-29 15:25:36,2024-10-29 15:26:34,IP Address,98.245.86.223,100,58,True,2024-10-29 15:26:35,R_6dMnmMd2QQNbkxb,,,,,39.7427,-104.8129,anonymous,EN,Yes,670f60e421944c0e0a49267e,23,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,No,N/A,None of these apply to me.,Yes,
2024-10-29 15:27:39,2024-10-29 15:28:13,IP Address,98.245.86.223,100,34,True,2024-10-29 15:28:14,R_1ob9rlyyLPtBczu,,,,,39.7427,-104.8129,anonymous,EN,Yes,670f60e421944c0e0a49267e,23,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,No,N/A,None of these apply to me.,Yes,
2024-10-29 15:44:39,2024-10-29 15:45:21,IP Address,98.245.86.223,100,41,True,2024-10-29 15:45:22,R_5fcxdLvam4kPloS,,,,,39.7427,-104.8129,anonymous,EN,Yes,670f60e421944c0e0a49267e,23,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,No,N/A,None of these apply to me.,Yes,
2024-11-05 14:33:58,2024-11-05 14:40:44,IP Address,199.168.73.187,100,406,True,2024-11-05 14:40:45,R_1D0bpemo3wSUVzi,,,,,38.0012,-84.5325,anonymous,EN,Yes,663a5d3e48441f253cc57071,24,Yes,Some college,Yes,No,None of the above,male,Not Hispanic or Latino,White,Right-handed,no,,None of these apply to me.,No,
2024-11-05 14:44:02,2024-11-05 14:45:33,IP Address,50.159.156.84,100,90,True,2024-11-05 14:45:33,R_1oakRaIZQbDAMut,,,,,36.0798,-115.2032,anonymous,EN,Yes,66dab0b0a420d2ee2d3c09cf,26,Yes,High school graduate,Yes,No,None of the above,male,Not Hispanic or Latino,White,Right-handed,no,,"I didn’t receive extra help but reading was very hard for me.,I didn’t receive extra help but writing was very hard for me.",No,
2024-11-25 09:18:58,2024-11-25 09:20:24,IP Address,73.137.249.215,100,86,True,2024-11-25 09:20:24,R_1dEitlmuA0cThfE,,,,,33.9721,-84.4406,anonymous,EN,Yes,65f54bfd77f3db0d47887b37,23,Yes,High school graduate,Yes,No,None of the above,female,Not Hispanic or Latino,Black or African American,Right-handed,no,,None of these apply to me.,No,
2024-11-25 09:20:01,2024-11-25 09:24:17,IP Address,68.170.3.126,100,255,True,2024-11-25 09:24:17,R_1cnf1xTBS3FW8RX,,,,,37.751,-97.822,anonymous,EN,Yes,671e816138698f35a4e2e4ed,20,Yes,4 year degree,Yes,No,None of the above,Male,Not Hispanic or Latino,Black or African American,Right-handed,None,N/A,None of these apply to me.,No,
2024-11-25 09:20:59,2024-11-25 09:28:06,IP Address,71.58.95.173,100,426,True,2024-11-25 09:28:06,R_3QDnvL4VJu4Jm7A,,,,,40.8103,-77.888,anonymous,EN,Yes,6127c369bdff7dc17f0724a2,28,Yes,Professional degree,Yes,No,None of the above,Female,Not Hispanic or Latino,White,Right-handed,No,,"I received extra help with reading (for example, special reading class, worked with reading specialist).,I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2024-11-25 09:38:37,2024-11-25 09:43:01,IP Address,75.220.19.41,100,264,True,2024-11-25 09:43:01,R_3Kl2GqnDlb4cwJu,,,,,25.8502,-80.2367,anonymous,EN,Yes,6716a42e16da0c8846644f33,23,Yes,4 year degree,Yes,No,None of the above,female,Not Hispanic or Latino,White,Right-handed,No,N/A,None of these apply to me.,No,
2024-11-25 10:49:58,2024-11-25 10:51:47,IP Address,184.54.31.214,100,108,True,2024-11-25 10:51:47,R_69h4s7yJC6L8JZD,,,,,39.1091,-84.6082,anonymous,EN,Yes,672bf6a8b306f66878d7d5ff,23,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,Black or African American,Right-handed,no,,None of these apply to me.,No,
2024-11-25 10:59:20,2024-11-25 11:02:28,IP Address,74.96.146.44,100,187,True,2024-11-25 11:02:28,R_3iQBWln5djvc1sF,,,,,38.9064,-77.1278,anonymous,EN,Yes,6676fab6295042ff191ead64,28,Yes,Doctorate,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,No,N/A,"I didn’t receive extra help but reading was very hard for me.,I didn’t receive extra help but writing was very hard for me.",No,
2024-12-05 10:09:39,2024-12-05 10:11:46,IP Address,136.53.88.194,100,126,True,2024-12-05 10:11:47,R_62XuDb2Nni8gjKx,,,,,34.6174,-86.5538,anonymous,EN,Yes,60f1faa39def9e1f15734734,25,Yes,High school graduate,Yes,No,None of the above,male,Not Hispanic or Latino,White,Right-handed,no,,I didn’t receive extra help but math was very hard for me.,No,
2024-12-05 10:09:55,2024-12-05 10:12:24,IP Address,91.207.19.23,100,149,True,2024-12-05 10:12:24,R_192jxyaSGgoXjpf,,,,,37.751,-97.822,anonymous,EN,Yes,6743240f9b2e2620cc0b09ac,25,Yes,Professional degree,Yes,No,You or a member of your family has any history of seizure,,,,,,,,,
2024-12-05 10:09:16,2024-12-05 10:13:05,IP Address,206.251.201.76,100,229,True,2024-12-05 10:13:06,R_7DcH9RmH4oOctMK,,,,,37.751,-97.822,anonymous,EN,Yes,67433c87bc79e89a97568187,24,Yes,Some college,Yes,No,None of the above,Female,Not Hispanic or Latino,Black or African American,Right-handed,No,,"I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2024-12-05 10:11:07,2024-12-05 10:14:10,IP Address,104.218.199.43,100,182,True,2024-12-05 10:14:10,R_7HRXw2MRR7QPOy5,,,,,33.4475,-112.0866,anonymous,EN,Yes,66c4f0a01fca059cf3771739,28,Yes,4 year degree,Yes,No,None of the above,Male,Not Hispanic or Latino,Black or African American,Right-handed,no,,"I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2024-12-05 10:12:56,2024-12-05 10:15:09,IP Address,91.207.19.23,100,133,True,2024-12-05 10:15:10,R_3Jh3RAceiYuQuFu,,,,,37.751,-97.822,anonymous,EN,Yes,6743240f9b2e2620cc0b09ac,25,Yes,Doctorate,Yes,Yes,You or a member of your family has any history of seizure,,,,,,,,,
2024-12-05 10:09:09,2024-12-05 10:15:29,IP Address,107.180.176.173,100,379,True,2024-12-05 10:15:29,R_3YLZf73kOGTa0U5,,,,,37.751,-97.822,anonymous,EN,Yes,674376f7fbb5712e14e6a754,23,Yes,4 year degree,Yes,No,None of the above,Male,Not Hispanic or Latino,Black or African American,Right-handed,No,Never,"I received extra help with math (for example, special math class, one-on-one tutoring).,I received speech and/or language therapy.,I spent some of my time in a resource room or special education class.",No,
2024-12-05 10:15:15,2024-12-05 10:18:06,IP Address,91.207.19.23,100,170,True,2024-12-05 10:18:07,R_7zACOH9X1DUz5xT,,,,,37.751,-97.822,anonymous,EN,Yes,6743240f9b2e2620cc0b09ac,25,Yes,Professional degree,Yes,No,None of the above,MALE,Not Hispanic or Latino,Black or African American,Right-handed,NO,,"I received extra help with reading (for example, special reading class, worked with reading specialist).,I received extra help with math (for example, special math class, one-on-one tutoring).,I received extra help with writing (for example, special writing class, one-on-one tutoring).,I received speech and/or language therapy.,I spent some of my time in a resource room or special education class.",No,
