StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q18,Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,screen_out
2025-03-31 17:41:28,2025-03-31 17:43:24,IP Address,68.61.174.67,100,115,True,2025-03-31 17:43:25,R_6fmf9J2kYUSJxJL,,,,,42.7367,-84.4758,anonymous,EN,Yes,6134eba70b3263b484d2b471,22,Yes,Some college,Yes,No,None of the above,woman,Not Hispanic or Latino,White,Left-handed,no,,"I didn’t receive extra help but reading was very hard for me.,I didn’t receive extra help but math was very hard for me.,I didn’t receive extra help but writing was very hard for me.,I received speech and/or language therapy.,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",No,
2025-05-02 07:01:04,2025-05-02 07:04:12,IP Address,71.209.173.145,100,188,True,2025-05-02 07:04:13,R_7yiqxLcvsmtQRwd,,,,,33.5594,-112.0902,anonymous,EN,Yes,61489a7c8f9dfcc9f78b7c36,27,Yes,High school graduate,Yes,No,None of the above,Male,Hispanic or Latino,Other,Right-handed,"No, only English.",,"I received speech and/or language therapy.,I spent some of my time in a resource room or special education class.,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",Yes,
2025-04-03 10:22:25,2025-04-03 10:23:20,IP Address,70.174.230.53,100,54,True,2025-04-03 10:23:20,R_3JPGSelReAJ9asu,,,,,35.483,-97.5363,anonymous,EN,Yes,62b628e4351d179f1ff6cc59,27,Yes,Professional degree,Yes,No,None of the above,Female,Not Hispanic or Latino,Asian,Left-handed,No,,None of these apply to me.,No,
2025-06-25 15:01:17,2025-06-25 15:03:10,IP Address,73.52.106.130,100,113,True,2025-06-25 15:03:11,R_3YyeLtZsj8LhI2Z,,,,,40.3886,-75.9286,anonymous,EN,Yes,62e029ff528ea30b4508eaf5,23,Yes,High school graduate,Yes,No,None of the above,nonbinary,Not Hispanic or Latino,White,Right-handed,no,,None of these apply to me.,No,
2025-01-22 11:06:48,2025-01-22 11:08:29,IP Address,76.34.41.139,100,101,True,2025-01-22 11:08:30,R_5awwFTCWG2e43Dj,,,,,38.1866,-85.6529,anonymous,EN,Yes,62e073721cd1f5f6cff50910,27,Yes,4 year degree,Yes,No,None of the above,female,Not Hispanic or Latino,Black or African American,Right-handed,No,,"None of these apply to me.,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",No,
2025-03-27 22:42:29,2025-03-27 22:45:42,IP Address,24.17.154.159,100,193,True,2025-03-27 22:45:43,R_346l7GRwZ5ohvsp,,,,,47.6451,-122.0425,anonymous,EN,Yes,63490a39d89c489f0b4a7d8e,21,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,Asian,Right-handed,No,,"I didn’t receive extra help but reading was very hard for me.,I didn’t receive extra help but writing was very hard for me.,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",Yes,
2025-03-27 18:09:18,2025-03-27 18:11:01,IP Address,24.63.2.135,100,103,True,2025-03-27 18:11:01,R_3IuDAMcGsGHanNM,,,,,42.6351,-71.3014,anonymous,EN,Yes,63b6f167ce1530749467bff5,28,Yes,4 year degree,Yes,No,None of the above,Woman,Not Hispanic or Latino,White,Right-handed,no,,"I didn’t receive extra help but reading was very hard for me.,I received speech and/or language therapy.,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",No,
2025-05-02 07:51:18,2025-05-02 07:59:01,IP Address,24.231.128.220,100,462,True,2025-05-02 07:59:02,R_6M6kcL1d6yRuTp0,,,,,46.5435,-87.3954,anonymous,EN,Yes,63e51bdade16b861346088b4,26,Yes,4 year degree,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,No,,None of these apply to me.,No,
2025-06-25 12:59:09,2025-06-25 12:59:57,IP Address,76.116.153.81,100,47,True,2025-06-25 12:59:57,R_722Vk4FVlGyot1p,,,,,40.7353,-74.0449,anonymous,EN,Yes,63e51e55974365f1e43df265,21,Yes,Some college,Yes,No,None of the above,male,Not Hispanic or Latino,Asian,Right-handed,Kanna,2,"I didn’t receive extra help but reading was very hard for me.,I received extra help with math (for example, special math class, one-on-one tutoring).,I didn’t receive extra help but writing was very hard for me.",No,
2025-05-02 07:38:31,2025-05-02 07:40:39,IP Address,107.222.96.109,100,127,True,2025-05-02 07:40:40,R_5NERj7n2McTzNNc,,,,,33.1177,-96.6791,anonymous,EN,Yes,63e52a987451db9972a9e26e,23,Yes,Some college,Yes,No,None of the above,male,Not Hispanic or Latino,White,Right-handed,no,,None of these apply to me.,No,
2025-03-27 23:18:03,2025-03-27 23:20:02,IP Address,73.163.170.14,100,118,True,2025-03-27 23:20:02,R_3CBmoLpaH9OpLFq,,,,,38.9522,-77.0253,anonymous,EN,Yes,63f46c26c20d90bbe90e97e5,26,Yes,4 year degree,Yes,No,None of the above,Agender,Not Hispanic or Latino,White,Right-handed,No,,"I didn’t receive extra help but writing was very hard for me.,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",Yes,
2025-04-16 12:08:57,2025-04-16 12:10:10,IP Address,108.82.149.229,100,72,True,2025-04-16 12:10:10,R_3pZwBGpCwdMJbyN,,,,,37.8065,-85.4592,anonymous,EN,Yes,6400d8e645e80091a53f9b21,26,Yes,4 year degree,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,No,,None of these apply to me.,No,
2025-02-18 17:18:55,2025-02-18 17:22:39,IP Address,172.127.93.42,100,223,True,2025-02-18 17:22:39,R_3xPmJg98hQgdHEg,,,,,33.8782,-117.9567,anonymous,EN,Yes,64efa5561706cee85fbd01d8,20,Yes,Some college,Yes,No,None of the above,nonbinary,Not Hispanic or Latino,Asian,Right-handed,no,,"I received extra help with math (for example, special math class, one-on-one tutoring).,I received extra help with writing (for example, special writing class, one-on-one tutoring).",No,
2025-03-31 18:26:36,2025-03-31 18:32:03,IP Address,217.180.219.146,100,327,True,2025-03-31 18:32:03,R_34EEMd0Tke9h6I9,,,,,42.7348,-84.6245,anonymous,EN,Yes,650317ac7af0d931dee736ef,27,Yes,4 year degree,Yes,No,None of the above,female,Not Hispanic or Latino,White,Right-handed,nope,,"I received extra help with reading (for example, special reading class, worked with reading specialist).,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",No,
2025-06-25 13:02:58,2025-06-25 13:09:02,IP Address,47.234.216.157,100,364,True,2025-06-25 13:09:03,R_5LRq1aY8d0S2Gkf,,,,,31.9033,-106.417,anonymous,EN,Yes,6533e6c66d25a44769a8170f,21,Yes,Some college,Yes,No,None of the above,Female,Not Hispanic or Latino,Other,Right-handed,No,,"I received extra help with reading (for example, special reading class, worked with reading specialist).,I received extra help with writing (for example, special writing class, one-on-one tutoring).",No,
2025-05-02 07:27:30,2025-05-02 07:29:27,IP Address,166.198.28.134,100,117,True,2025-05-02 07:29:28,R_3zUAGpFIa2SKSlS,,,,,36.0934,-95.8791,anonymous,EN,Yes,6547bf8012d4702680d55663,23,Yes,Some college,Yes,No,None of the above,Female,Not Hispanic or Latino,White,Right-handed,No,,I didn’t receive extra help but math was very hard for me.,Yes,
2025-03-27 20:00:08,2025-03-27 20:02:02,IP Address,143.229.225.237,100,113,True,2025-03-27 20:02:02,R_7KvSh5P5Iigf6GQ,,,,,41.7623,-73.7439,anonymous,EN,Yes,6561346f871456e2ed017ad9,21,Yes,Some college,Yes,No,None of the above,genderqueer,Not Hispanic or Latino,Asian,Right-handed,No,,"I received extra help with math (for example, special math class, one-on-one tutoring).,None of these apply to me.",No,
2025-04-03 10:23:53,2025-04-03 10:25:54,IP Address,68.11.165.28,100,120,True,2025-04-03 10:25:55,R_1dAclGFdRWSs2R7,,,,,30.1699,-91.147,anonymous,EN,Yes,65624dbc33b93e2696f06d1f,27,Yes,Some college,Yes,No,None of the above,woman,Not Hispanic or Latino,Black or African American,Left-handed,no,,None of these apply to me.,No,
2025-03-27 16:23:54,2025-03-27 16:28:10,IP Address,72.187.9.64,100,255,True,2025-03-27 16:28:10,R_6zIcKzReRxJgZG1,,,,,28.0386,-82.3696,anonymous,EN,Yes,65958f57929aaa555306baf9,28,Yes,4 year degree,Yes,No,None of the above,Female,Not Hispanic or Latino,Black or African American,Left-handed,No,N/A.,"I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2025-05-02 09:31:15,2025-05-02 09:32:25,IP Address,97.86.9.133,100,69,True,2025-05-02 09:32:25,R_7luhdhwTrpeonZI,,,,,38.5482,-90.3298,anonymous,EN,Yes,65e1f75ab3efd22e847cfbf0,24,Yes,4 year degree,Yes,No,None of the above,Female,Not Hispanic or Latino,White,Right-handed,No other languages,,"I received extra help with reading (for example, special reading class, worked with reading specialist).,I received extra help with math (for example, special math class, one-on-one tutoring).,I didn’t receive extra help but writing was very hard for me.,I spent some of my time in a resource room or special education class.",No,
2024-11-25 09:18:58,2024-11-25 09:20:24,IP Address,73.137.249.215,100,86,True,2024-11-25 09:20:24,R_1dEitlmuA0cThfE,,,,,33.9721,-84.4406,anonymous,EN,Yes,65f54bfd77f3db0d47887b37,23,Yes,High school graduate,Yes,No,None of the above,female,Not Hispanic or Latino,Black or African American,Right-handed,no,,None of these apply to me.,No,
2025-04-03 11:40:00,2025-04-03 11:41:03,IP Address,104.201.200.190,100,63,True,2025-04-03 11:41:04,R_7Evdd1HyiIh4k5r,,,,,39.9656,-75.6043,anonymous,EN,Yes,65fce899eed934d69c9e6166,19,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,none,,None of these apply to me.,No,
2025-03-27 16:23:06,2025-03-27 16:24:44,IP Address,98.124.101.40,100,97,True,2025-03-27 16:24:45,R_3CxyJcT1n5rDm4i,,,,,33.0142,-80.1726,anonymous,EN,Yes,66003d4027f04e51b0dc377f,25,Yes,Some college,Yes,No,None of the above,Male,Not Hispanic or Latino,Black or African American,Right-handed,no,,"I received extra help with math (for example, special math class, one-on-one tutoring).,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",Yes,
2025-03-31 18:34:12,2025-03-31 18:35:12,IP Address,172.56.92.135,100,60,True,2025-03-31 18:35:13,R_5c8jrQenltv93OT,,,,,29.521,-98.362,anonymous,EN,Yes,660462af12d1deceebf52ed3,27,Yes,Professional degree,Yes,No,None of the above,Female,Not Hispanic or Latino,White,Right-handed,No,,"I received extra help with reading (for example, special reading class, worked with reading specialist).,I received speech and/or language therapy.,I spent some of my time in a resource room or special education class.",No,
2025-06-25 14:50:15,2025-06-25 14:51:49,IP Address,162.238.157.123,100,93,True,2025-06-25 14:51:50,R_1uJbB8z35H8xtwI,,,,,32.8936,-83.743,anonymous,EN,Yes,6633ff088a92287249f6968c,25,Yes,Some college,Yes,No,None of the above,Female,Not Hispanic or Latino,Black or African American,Left-handed,No,,"I received extra help with reading (for example, special reading class, worked with reading specialist).,I received speech and/or language therapy.",No,
2025-03-31 19:56:41,2025-03-31 19:58:30,IP Address,75.182.243.59,100,108,True,2025-03-31 19:58:30,R_6NUheHZewEp0G9H,,,,,36.5002,-80.6163,anonymous,EN,Yes,663e3cee91031227e894384a,26,Yes,Some college,Yes,No,None of the above,female,Not Hispanic or Latino,White,Right-handed,no,,"I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2025-04-03 10:23:49,2025-04-03 10:24:49,IP Address,104.60.45.190,100,60,True,2025-04-03 10:24:49,R_5dDWCIW8deLaokV,,,,,35.974,-83.6222,anonymous,EN,Yes,66465b2522d14ab162ff2dbd,21,Yes,Some college,Yes,No,None of the above,Female,Not Hispanic or Latino,White,Right-handed,No,,None of these apply to me.,No,
2025-01-22 10:03:02,2025-01-22 10:04:29,IP Address,192.173.52.162,100,86,True,2025-01-22 10:04:30,R_53dVcrkGDuPM8mw,,,,,35.9077,-94.9905,anonymous,EN,Yes,664fa6197cd2ac12ab45da27,22,Yes,4 year degree,Yes,No,None of the above,female,Not Hispanic or Latino,American Indian or Alaska Native,Right-handed,no,,"I didn’t receive extra help but math was very hard for me.,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",No,
2025-04-16 14:21:34,2025-04-16 14:25:40,IP Address,76.124.184.214,100,245,True,2025-04-16 14:25:40,R_7rIXXGAi2FzpP0I,,,,,39.9195,-75.1565,anonymous,EN,Yes,6650ee988709a4266409c5f9,20,Yes,Some college,Yes,No,None of the above,Female,Not Hispanic or Latino,White,Right-handed,No,,"I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2025-01-22 10:35:11,2025-01-22 10:36:39,IP Address,73.137.44.230,100,88,True,2025-01-22 10:36:40,R_6P6oYiMvuQvBW5o,,,,,34.4993,-84.9373,anonymous,EN,Yes,665b242b9fe0782e4e8d2f0f,24,Yes,2 year degree,Yes,No,None of the above,Female,Not Hispanic or Latino,White,Right-handed,No,,I received speech and/or language therapy.,No,
2025-06-25 12:12:43,2025-06-25 12:13:41,IP Address,75.221.172.53,100,58,True,2025-06-25 12:13:42,R_5qrbPL9tgMRA1L0,,,,,39.8079,-86.0949,anonymous,EN,Yes,665b3f30f783306ae5987e27,22,Yes,4 year degree,Yes,No,None of the above,female,Not Hispanic or Latino,White,Right-handed,no,,None of these apply to me.,No,
2025-03-31 16:55:55,2025-03-31 16:57:37,IP Address,136.227.223.105,100,102,True,2025-03-31 16:57:37,R_1Dq0ZupQDQu6dih,,,,,26.2472,-80.2045,anonymous,EN,Yes,665c64f2f948d3e83dff8f62,24,Yes,Some college,Yes,No,"You have had multiple concussions, brain injuries other than a concussion, or a stroke",Male,Hispanic or Latino,Asian,Left-handed,No,,"I received extra help with math (for example, special math class, one-on-one tutoring).",No,
2025-03-27 18:28:24,2025-03-27 18:30:10,IP Address,73.97.179.25,100,106,True,2025-03-27 18:30:10,R_6HYcCrsRVodRFBf,,,,,47.5579,-122.1633,anonymous,EN,Yes,665cdc9e86e39a9d3072303d,25,Yes,4 year degree,Yes,No,None of the above,Male,Not Hispanic or Latino,Asian,Right-handed,No,,"Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",Yes,
2025-02-20 15:59:41,2025-02-20 16:01:50,IP Address,71.55.111.134,100,128,True,2025-02-20 16:01:51,R_7eVQaatei2hFfHe,,,,,36.1682,-115.2166,anonymous,EN,Yes,6661e08115e817751ecbffd6,25,Yes,Professional degree,Yes,No,None of the above,male,Not Hispanic or Latino,White,Right-handed,no,,"I received extra help with math (for example, special math class, one-on-one tutoring).,Have you ever been formally diagnosed with a language or learning disorder (including ADHD)? If so, what was the diagnosis?",No,
2025-04-16 17:24:24,2025-04-16 17:26:10,IP Address,98.45.26.239,100,106,True,2025-04-16 17:26:10,R_7Q4b3r6DRY2nNIM,,,,,37.359,-122.0866,anonymous,EN,Yes,6667857039e0002ee5bb270e,28,Yes,4 year degree,Yes,No,None of the above,Male,Not Hispanic or Latino,White,Right-handed,No,,None of these apply to me.,Yes,
